RM,unit,Branch, December , 12th jan , 19th jan , 26th jan , January , WK1 FEB , WK1 FEB2 , WK1 FEB3 , WK1 FEB4 , WK1 mar 
RM 2,Branch Banking,Mombasa,15212,15225,15400,15400,14782,14730,14640,14717,14104,14166
RM 1,Branch Banking,Milimani,666430,666430,714799,714799,714799,733029,733029,733029,733029,751259
RM 6,Institutional Banking,Milimani,77794,77794,77794,376194,375594,375594,375594,375594,374994,374994
RM 3,Branch Banking,Eldoret,1918437,1898434,1898434,1920334,1920334,1999832,1999832,1980629,1980629,2125179
RM 1,Branch Banking,Milimani,962681,971658,983178,974598,967996,974809,968186,976107,960642,948006
RM 2,Branch Banking,Mombasa,1502286,1504743,1574743,1574743,1824804,1580691,1648691,1623290,1474707,523135
RM 2,Branch Banking,Mombasa,1697457,1697457,1704886,1704886,1706619,1706619,1706619,1706619,1708366,1708366
RM 1,Branch Banking,Milimani,34533,34533,34533,34533,34533,34533,34533,34533,34533,34533
RM 3,Branch Banking,Eldoret,1965558,1965558,1976910,1976910,1976910,1976910,1988328,1988328,1988328,1988328
RM 1,Branch Banking,Milimani,861201,861201,861201,861201,861201,861201,861201,861201,877807,877807
RM 1,Branch Banking,Milimani,1048786,1048786,1065077,1065077,1065077,1065077,1065077,1065077,1065077,1065077
RM 1,Branch Banking,Milimani,798983,798983,798983,798983,798983,798983,798983,798983,814389,814389
RM 1,Branch Banking,Milimani,293392,1539210,682293,1222081,1416971,1811801,2762248,1817265,456155,1640728
RM 3,Branch Banking,Eldoret,1911678,1911678,1911678,1911678,1911678,1911678,1911678,1911678,1911678,1911678
RM 1,Branch Banking,Milimani,798983,798983,798983,798983,798983,798983,798983,798983,814389,814389
RM 1,Branch Banking,Milimani,798983,798983,798983,798983,798983,798983,798983,798983,814389,814389
RM 13,Branch Banking,Industrial Area,1887049,1887049,1887049,1887049,1887049,1887049,1887049,1887049,1887049,1954568
RM 1,Branch Banking,Milimani,1414647,2104937,348201,727051,1522255,2109495,569282,749282,1650630,1995130
RM 1,Branch Banking,Milimani,798983,798983,798983,798983,798983,798983,798983,798983,814389,814389
RM 1,Branch Banking,Milimani,3060913,3060913,3060913,3060913,3059953,3075854,3075854,3075854,3075254,3091155
RM 1,Branch Banking,Milimani,661843,661843,661843,661843,661843,661843,671769,671769,671769,671769
RM 1,Branch Banking,Milimani,955772,955772,955772,955772,955772,955772,969082,969082,969082,969082
RM 2,Branch Banking,Mombasa,13491651,11672217,10750948,9950351,14752117,11510697,11910890,9912646,9391237,8039766
RM 1,Branch Banking,Milimani,6174,8574,8574,8574,8574,8574,8574,8574,8574,10974
RM 1,Branch Banking,Milimani,41492,41492,41492,41492,40892,40892,40892,40892,40292,40292
RM 2,Branch Banking,Mombasa,1905531,1940951,3617774,4053121,3855851,4806735,3970886,2660186,4471087,3315439
RM 2,Branch Banking,Mombasa,527239,527239,565239,565239,565239,565239,565239,565239,565239,565239
RM 2,Branch Banking,Mombasa,863,863,863,863,863,863,96863,16853,16853,16853
RM 1,Branch Banking,Milimani,1016,1016,1016,1016,1016,1016,1016,1016,1016,11016
RM 9,Corporate Banking,Milimani,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 1,Branch Banking,Milimani,1535814,1535814,1535814,1515312,1515312,1515312,1515312,1515312,1515312,1515312
RM 1,Branch Banking,Milimani,2276917,2276918,2276918,2276918,2276918,2408968,2276919,2276919,2276919,2276919
RM 1,Branch Banking,Milimani,2147797,2019516,1860288,1691883,1711635,1785230,1785230,1759554,1664290,1620026
RM 1,Branch Banking,Milimani,665726,665726,665726,665726,665726,677341,677341,677341,677341,688956
RM 1,Branch Banking,Milimani,2761,2762,2762,2762,2762,293312,2763,2763,2763,2763
RM 2,Branch Banking,Mombasa,1260039,1260039,1260039,1260039,1260039,1260039,1260039,1260039,1260039,1260039
RM 2,Branch Banking,Mombasa,421,864924,1924,1924,964,964,964,964,4,4
RM 2,Branch Banking,Mombasa,1694427,1694427,1694427,1694427,1694427,1814427,1814427,    ,    ,    
RM 5,Corporate Banking,Milimani,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 1,Branch Banking,Milimani,15034304,15439749,15439749,15439749,15439749,15439749,15439749,15439749,15439749,15695150
RM 1,Branch Banking,Milimani,1760282,1763282,1763282,1793282,1793282,1796282,1796282,1803863,1803863,1839863
RM 1,Branch Banking,Milimani,29,29,29,5029,5029,5029,29,29,5029,29
RM 13,Branch Banking,Industrial Area,2327023,2590663,2526533,2547907,2547307,2847307,2847307,2847307,2846707,3146707
RM 6,Institutional Banking,Milimani,2218020,2236225,2262628,2245476,2232276,1160472,1695560,1706124,1240438,1236286
STAFF,Staff,Mombasa,4959269,4668404,4555830,4529305,4528463,4525576,4525576,4534931,4525600,4525600
RM 2,Branch Banking,Mombasa,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 5,Corporate Banking,Milimani,280374,1037854,1007134,1020134,1112296,1781146,1739146,1692006,2013390,2774040
RM 1,Branch Banking,Milimani,912,912,912,5912,5912,5912,30,30,5030,30
RM 1,Branch Banking,Milimani,686315,696456,696456,696456,696456,696456,696456,696456,696456,696456
RM 3,Branch Banking,Eldoret,238617,287167,304367,340947,371969,253209,279639,326619,325503,235833
RM 2,Branch Banking,Mombasa,1405883,1405883,1405883,1405883,1405883,1405883,1405883,1405883,1405883,1405883
RM 1,Branch Banking,Milimani,30009,30009,30009,30009,29409,40252,40252,54185,53585,64428
RM 7,Corporate Sales,Milimani,1401912,1401983,1402903,1402903,1402903,1402620,1402124,1402549,1402549,1402903
RM 1,Branch Banking,Milimani,448942,248942,248942,248942,143342,43342,422926,194926,194326,14326
RM 1,Branch Banking,Milimani,280804,287970,394470,394470,393870,508533,508533,3533,2933,10221
RM 6,Institutional Banking,Milimani,10378,10379,10391,10391,8801,8801,8801,8801,8183,8183
RM 2,Branch Banking,Mombasa,1628472,1628472,1663472,1663472,1663472,1663472,1663472,1698472,1698472,1698472
RM 1,Branch Banking,Milimani,593,593,593,593,593,593,593,593,593,593
RM 1,Branch Banking,Milimani,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 2,Branch Banking,Mombasa,862558,862558,862558,862558,862558,862558,862558,862558,862558,862558
RM 1,Branch Banking,Milimani,303719,303719,303719,303719,303719,356019,356019,360019,345755,328693
RM 5,Corporate Banking,Milimani,3436503,2230270,1107210,    ,730491,962862,1492326,1168106,19842,2171004
RM 2,Branch Banking,Mombasa,14799,14799,14799,14799,14799,14799,14799,14799,14799,14799
RM 1,Branch Banking,Milimani,1322365,1322365,1322365,1322365,1322365,1322365,1322365,1322365,1322365,1322365
RM 1,Branch Banking,Milimani,7259,7259,1000,1000,    ,    ,    ,    ,    ,    
RM 1,Branch Banking,Milimani,353453,353453,353453,359133,359133,359133,359133,359133,359133,359133
RM 1,Branch Banking,Milimani,299360,299360,299360,299360,298760,298760,298760,298760,298160,298160
RM 1,Branch Banking,Milimani,332,332,332,332,152,152,152,332,    ,    
RM 1,Branch Banking,Milimani,2678633,2399907,2335799,2258601,2165432,1949624,1833360,1792728,1585556,1421802
RM 1,Branch Banking,Milimani,375902,375902,375902,375902,375902,375902,375902,375902,380734,380734
RM 1,Branch Banking,Milimani,1935,15807,23241,6175,    ,667,17769,1687,37319,5641
RM 5,Corporate Banking,Milimani,8212639,8388981,6163981,6163981,5938021,6114363,6114363,6114363,5000563,6176905
RM 1,Branch Banking,Milimani,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 2,Branch Banking,Mombasa,1129034,1129034,1129034,1129034,1129034,1129034,1129034,1129034,1129034,1129034
RM 8 ,Corporate Sales,Milimani,1181838,1181838,1181838,1181838,1181838,1219328,1219571,1219571,1219571,1219571
RM 1,Branch Banking,Milimani,2836,1770,1770,8966,8966,5900,1834,9030,6964,2898
RM 1,Branch Banking,Milimani,5613,5613,5613,5613,5613,6613,6613,6613,6613,6613
RM 1,Branch Banking,Milimani,1994040,2009040,2009040,1908974,1908974,1908974,1908974,1933974,1937250,1937250
RM 13,Branch Banking,Industrial Area,347119,869823,1058156,863854,837148,820003,713763,540143,547133,903497
RM 1,Branch Banking,Milimani,192,379,11072,667,150559,11936,1828,926,126,823
RM 7,Corporate Sales,Milimani,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 1,Branch Banking,Milimani,187265,187265,187265,187265,187265,187265,189873,189873,189873,189873
RM 8 ,Corporate Sales,Eldoret,832544,1202003,697663,1278771,890037,963365,1063485,919527,1355666,1813697
RM 1,Branch Banking,Milimani,325745,325745,325745,325745,325745,325745,325745,325745,325745,325745
RM 2,Branch Banking,Mombasa,1389385,2483961,2107515,1125887,464850,717401,1649374,1124319,772171,1027431
RM 1,Branch Banking,Milimani,3088627,1269794,1625603,703299,635327,723408,708631,2185765,2925245,2818391
RM 1,Branch Banking,Milimani,50062860,50106493,50673714,50673714,50672495,50497968,50192545,48737130,47811947,47558115
RM 9,Corporate Banking,Milimani,1044459,1044459,1044459,1044459,1044459,1044459,1044459,1044459,1079895,1079895
RM 1,Branch Banking,Milimani,1151907,1251907,1251907,1251907,1251307,1251307,1251307,1303307,1302707,1312507
RM 1,Branch Banking,Milimani,1638,1638,1638,1638,1638,1638,1638,1638,1638,1638
RM 1,Branch Banking,Milimani,848010,1755365,1757103,1618774,1528795,2148480,1860989,1591026,1401487,1581550
RM 1,Branch Banking,Milimani,879,879,879,879,879,879,879,879,879,879
RM 1,Branch Banking,Milimani,1894,1894,1894,1894,1894,1328,3328,1762,6762,6762
RM 1,Branch Banking,Milimani,160561,160654,161860,161860,161260,160889,160240,160796,160676,161140
RM 1,Branch Banking,Milimani,862525,402,214,327146,728086,115572,1813,584,105085,22243
RM 1,Branch Banking,Milimani,7453,7453,17453,17453,17453,17453,17453,17453,    ,    
RM 1,Branch Banking,Milimani,114938,114938,114938,115414,115414,115414,115414,115414,115890,115890
RM 1,Branch Banking,Milimani,12291509,12856805,13091088,13091088,13091088,13654473,13641326,12740595,12740595,13316882
RM 1,Branch Banking,Milimani,290297,290297,290297,290297,290297,290297,291138,291138,291138,291138
RM 2,Branch Banking,Mombasa,2609,2609,2609,2609,2009,2009,2009,2009,1409,1409
RM 1,Branch Banking,Milimani,87273,52207,2961774,643286,123474,87944,818552,12296,10560,23434
RM 5,Corporate Banking,Milimani,958655,958655,958655,958655,958055,956855,956855,956855,56255,56255
RM 1,Branch Banking,Milimani,9427,9427,9427,9427,9427,9427,9427,9427,9427,9427
RM 3,Branch Banking,Eldoret,623458,623458,623458,619506,615940,692314,687182,684116,631431,624183
RM 7,Corporate Sales,Milimani,883995,1383995,1383995,1383995,1383395,1383395,1383395,1383395,1382795,1382795
RM 3,Branch Banking,Eldoret,506,506,506,506,506,506,506,506,506,506
RM 1,Branch Banking,Milimani,2885739,2885739,2885739,2885739,2886227,2886227,2886227,2886227,2886227,2886227
RM 8 ,Corporate Sales,Milimani,115915,163915,163915,198915,198915,216915,251915,268115,268115,303115
RM 1,Branch Banking,Milimani,15683773,15719920,15719920,15719920,16103055,16103055,16103055,16103055,16103055,16370650
RM 5,Corporate Banking,Milimani,3791216,3791216,3791216,3791216,3791216,3791216,3853459,3853459,3853459,3853459
RM 8,Corporate Sales,Milimani,190354,376313,302548,172482,121917,304183,214117,211717,211117,70985
RM 1,Branch Banking,Milimani,948,948,948,948,948,948,948,948,948,5948
RM 1,Branch Banking,Milimani,399543,399896,404488,404488,403870,402459,399990,402107,401493,403254
RM 1,Branch Banking,Milimani,100628,553,553,553,553,137618,553,1053,1053,1053
RM 7,Corporate Sales,Milimani,5608,5608,5608,5608,5008,5008,5008,5008,4408,4408
RM 1,Branch Banking,Milimani,15577,15591,15770,15770,73020,72765,38299,38501,38501,12335
RM 2,Branch Banking,Mombasa,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 8 ,Corporate Sales,Milimani,206190,141190,131190,121190,62044,19044,104044,104044,279326,219326
RM 2,Branch Banking,Mombasa,747959,747959,747959,775328,755325,755325,764036,791405,791405,791405
RM 2,Branch Banking,Mombasa,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 3,Branch Banking,Eldoret,143862,15668,52886,10584,34243,587,19911,9996,38103,186554
RM 1,Branch Banking,Milimani,304597,304697,304697,304697,304697,304697,314697,330000,330000,343400
RM 1,Branch Banking,Milimani,19483,29990,29990,29990,29990,891954,30111,30111,30111,30111
RM 5,Corporate Banking,Milimani,159122,159122,159122,159122,158522,158522,158522,158522,157922,157922
RM 3,Branch Banking,Eldoret,2016038,2179377,1109860,1233187,422833,1050285,133627,139767,828697,420212
RM 2,Branch Banking,Mombasa,25417,2123141,2104263,1633199,1435846,1092232,904818,642055,208271,188089
RM 6,Institutional Banking,Milimani,300000000,300000000,300000000,300000000,300000000,300000000,300000000,300000000,300000000,300000000
RM 2,Branch Banking,Mombasa,787454,787454,787454,787454,787454,787454,787454,787454,787454,787454
RM 6,Institutional Banking,Milimani,241728609,241728609,241728609,241728609,241728609,241728609,241728609,241728609,241728609,241728609
RM 1,Branch Banking,Milimani,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 5,Corporate Banking,Milimani,60000000,60000000,60000000,60000000,60000000,60000000,60000000,60000000,60000000,60000000
RM 9,Corporate Banking,Milimani,82098003,82098003,82098003,82098003,82098003,82098003,82098003,82098003,82098003,82098003
RM 6,Institutional Banking,Milimani,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 8 ,Corporate Sales,Milimani,783528,783528,783528,794388,794388,794388,794388,794388,794388,794388
RM 1,Branch Banking,Milimani,9100988,9100988,9100988,9100988,9100988,9100988,9100988,9100988,9100988,9100988
RM 2,Branch Banking,Mombasa,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 13,Branch Banking,Industrial Area,3428,3428,3428,3428,3428,3428,3428,3428,3428,3428
RM 5,Corporate Banking,Milimani,128226,6226,6684014,2644414,1129542,481542,1000542,1542,582,199882
RM 2,Branch Banking,Mombasa,251036,650345,566795,453026,422643,362175,263170,224053,206455,361153
RM 1,Branch Banking,Milimani,6998494,6931078,6818425,6814417,6905739,6930901,6928633,6759577,6773020,6759831
RM 5,Corporate Banking,Milimani,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 3,Branch Banking,Eldoret,36449,390799,570779,510779,233129,23129,23129,274074,520924,2724
RM 8 ,Corporate Sales,Milimani,1000,160400,3398,4272,3312,3312,3312,3312,2712,32712
RM 1,Branch Banking,Milimani,33569291,33569291,33569291,33569291,33569291,33569291,33569291,33569291,33569291,33569291
RM 3,Branch Banking,Eldoret,673277,469777,521177,291777,335577,168677,224557,309157,356357,193057
RM 5,Corporate Banking,Milimani,3975198,1225198,1580098,2410013,1876441,1775241,994741,1800241,2643719,1290651
RM 2,Branch Banking,Mombasa,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 1,Branch Banking,Milimani,2501337,3807648,2913468,3413468,3412868,3014217,1579878,1579878,1248816,2089003
RM 7,Corporate Sales,Milimani,691019,691019,691019,691019,691019,691019,691019,691019,691019,691019
RM 2,Branch Banking,Mombasa,49376,49376,49376,49376,48776,48776,48776,48776,48176,52489
RM 8 ,Corporate Sales,Milimani,717991,717991,717991,717991,717991,717991,717991,717991,717991,717991
RM 9,Corporate Banking,Milimani,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
STAFF,Staff,Milimani,70071,969267,964234,1034811,985107,965107,963007,179567,40653,12681
RM 8,Corporate Sales,Milimani,20570002,20570002,20570002,20570002,20570002,20570002,20570002,20570002,20570002,20570002
RM 1,Branch Banking,Milimani,16338741,16338741,16338741,16338741,16338741,16338741,16338741,16338741,16338741,16338741
RM 5,Corporate Banking,Milimani,2730471,622447,29610,29810,1248676,5288960,781200,385411,130999,586601
RM 2,Branch Banking,Mombasa,412607,365536,365536,365536,364936,504936,504936,708436,707836,580836
RM 3,Branch Banking,Eldoret,822990,602642,602642,510180,505048,400907,370841,300511,200049,200049
RM 2,Branch Banking,Mombasa,661614,661614,661614,661614,661614,661614,661614,661614,661614,661614
RM 6,Institutional Banking,Milimani,212513,177362,147296,52164,51564,41564,1011144,2686945,2685360,2697033
RM 1,Branch Banking,Milimani,1107326,1107326,1107326,1177326,1177326,1177326,1177326,1247326,1247326,1247326
RM 6,Institutional Banking,Milimani,37782697,28091586,28091587,27134073,25942528,21450050,21423924,22187847,22203058,22189186
RM 13,Branch Banking,Industrial Area,4870,    ,    ,    ,    ,    ,1680,1680,720,720
RM 1,Branch Banking,Milimani,13880183,13880183,13880183,13880183,13880183,13880183,13880183,13880183,13880183,13880183
RM 13,Branch Banking,Industrial Area,489933,333717,19217,3667,2707,2707,2707,2707,1747,122525
RM 1,Branch Banking,Milimani,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 7,Corporate Sales,Milimani,202583,202583,202583,202583,202583,202583,202583,202583,202583,305098
RM 1,Branch Banking,Milimani,12180000,12180000,12180000,12180000,12180000,12180000,12180000,12180000,12180000,12180000
RM 5,Corporate Banking,Milimani,3224271,3224271,3224271,3224271,3224271,3224271,3224271,3374271,3374271,3374271
RM 1,Branch Banking,Milimani,353559,355971,447710,289185,293521,413180,536445,634469,321351,307845
RM 5,Corporate Banking,Milimani,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 6,Institutional Banking,Milimani,11731828,11731828,11731828,11731828,11731828,11731828,11731828,11731828,11731828,11731828
RM 1,Branch Banking,Milimani,11545709,11545709,11545709,11545709,11545709,11545709,11545709,11545709,11545709,11545709
